starttime,endtime,today,deviceid,malaria_intro,readiness_assessment_checklist,gps1_longitude,gps1_latitude,gps1_altitude,gps1_accuracy,gps1,time_of_assessment,date_of_visits,name_supervisor,organisation,other_organisation,region,district,planning_coordination,operational_plan_develop_1_1,coordination_team_established_1_2,micro_plan_finalized_1_3,funds_received_1_4,funds_distributed_1_5,funds_distributed_1_6,comments_planning_coordination,training,health_workers_trained_2_1,com_health_volunteers_trained_2_2,supervisors_identified_and_trained_2_3,comments_training,m_e,supervision_plan_developed_3_1,monitoring_tools_received_3_2,monitoring_tools_delivered_at_hf_3_3,comments_m_e,cold_chain_and_logistics,sufficient_coldchain_capacity_4_1,waste_mgt_assessment_4_2,vaccines_mgt_supplied_vaccines_4_3a,vaccines_mgt_supplied_ad_syringes_0_5ml_4_3b,vaccines_mgt_supplied_safety_boxes_4_3c,vaccines_mgt_supplied_comments_cold_chain_and_logistics,advocacy_communication,acsm_mgt_delivered_5_1,acsm_mgt_implemented_5_2,community_awareness_verified_5_3,comments_advocacy_communication,overall_comments_note,overall_comments,thank_you,meta_instance_id,id,system_submission_date,system_updated_at,system_submitter_id,system_submitter_name,system_attachments_present,system_attachments_expected,system_status,system_review_state,system_device_id,system_edits,system_form_version,odata_context
2025-03-04T08:14:29Z,2025-03-04T08:31:31Z,2025-03-04T00:00:00Z,collect:MXJVPCSaDgKydJY2,NA,NA,32.5136461,2.3855209,1095.299,2.72,,2m,2025-03-04T00:00:00Z,Ssemanda Paul ,gov_moh,NA,Lango,Oyam,NA,yes,yes,yes,no,no,yes,"1) All stakeholders need to be involved including political leaders.
",NA,no,no,yes,"1) Avail enough time for trainings.
2) Trainings should be physical.
3) Enough time should be allocated to the vaccination teams.
4) Meals should be provided to the training teams.",NA,yes,no,no,"1) Plan for the commend center. Need for airtime and data to follow up on the reports.
2) Facilitation for the Biostat.
3) Updated HMIS tools to include the malaria vaccine.",NA,yes,no,no,no,no,1) Need to avail adequate vaccine carriers.,NA,no,no,no,"1) Radio airtime should be well planned.
2) IEC materials need to come on time.
3) Radio jingos need start running on time.
",NA,"1) Need all guidelines in relation to the malaria vaccine campaign early enough before implementation.
2) Road map should be availed early enough.
3) Delivery of all logistics on time.
4) Finances should be adequate.",NA,uuid:fb26e9ff-b979-4dfd-8146-d5ca637144ae,uuid:fb26e9ff-b979-4dfd-8146-d5ca637144ae,2025-03-04T08:31:34.941Z,NA,1124,moh_assessor,0,0,NA,NA,collect:MXJVPCSaDgKydJY2,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T06:24:28Z,2025-03-04T08:28:15Z,2025-03-04T00:00:00Z,collect:MWEEAC7WIZOViRrg,NA,NA,33.1626345,1.1577055,1050.0999755859375,4.666,,2m,2025-03-04T00:00:00Z,Davis Byamugisha,gov_moh,NA,Busoga,Buyende,NA,yes,yes,yes,no,no,no,More need for massive sensitisation,NA,no,no,no,NA,NA,no,yes,yes,NA,NA,yes,yes,no,no,no,"Several health facilities have challenges with lack of gas cylinders and fridges. some have to refill using their own money. Eg Nkone HCII, Mpunde HCII, Ikanda HCII",NA,no,no,no,NA,NA,NA,NA,uuid:0bdd9f20-bfc8-4e21-be3b-6302f251f575,uuid:0bdd9f20-bfc8-4e21-be3b-6302f251f575,2025-03-04T08:28:15.995Z,NA,1124,moh_assessor,0,0,NA,NA,collect:MWEEAC7WIZOViRrg,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T07:59:58Z,2025-03-04T08:19:11Z,2025-03-04T00:00:00Z,collect:owixc1typdLgXKGx,NA,NA,30.4478384,0.1820015,1254,4.9,,2m,2025-03-04T00:00:00Z,Hainja Patrick ,other,NGO,Tooro,Kamwenge,NA,yes,yes,yes,yes,no,yes,Parents complain on too many Injections given to their children ,NA,no,no,no,There's need to train community health workers and health workers,NA,no,yes,yes,Monitoring tools delivered and received but not enough ,NA,yes,yes,no,no,no,Vacancies and safety boxes not yet received ,NA,no,no,no,The community has not yet known the vaccination dates,NA,The district facilities are ready and the community is ready as well to participate in the exercise ,NA,uuid:0a32db9c-bb1f-4cad-aa96-f89b0fc21a69,uuid:0a32db9c-bb1f-4cad-aa96-f89b0fc21a69,2025-03-04T08:19:13.770Z,NA,1124,moh_assessor,0,0,NA,NA,collect:owixc1typdLgXKGx,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T07:40:20Z,2025-03-04T08:04:11Z,2025-03-04T00:00:00Z,collect:WxphzQ4W3o4BcbGV,NA,NA,32.2964006,2.7784019,0,1799.999,,2m,2025-03-03T00:00:00Z,Akweyo Sophie ,dlg,NA,Acholi,Gulu,NA,no,yes,yes,no,no,yes,District Taskforce have had meetings on the new malaria Vaccine and waiting for resources to intensify coordination and other activities.,NA,no,no,no,Health workers have not been paid for Previous activities like BCU due to system challenges. Making it hard to engage them since they are demoralized.,NA,no,no,no,"EPI data tools always come late.
EPI data tools are poorly translated.",NA,yes,yes,no,no,no,NMS dumps vaccines and material meant for other districts at the DVS making storage hard since the district DVS serves the City as well.,NA,no,no,yes,"Radio mobilization for malaria Vaccine has started.
Basic knowledge on malaria has been passed on to the VHTs to go to the communities.
",NA,Gulu district is ready for the Malaria Vaccine ,NA,uuid:eff44de8-1e23-406b-aa7d-45a8e7190f30,uuid:eff44de8-1e23-406b-aa7d-45a8e7190f30,2025-03-04T08:04:12.808Z,NA,1124,moh_assessor,0,0,NA,NA,collect:WxphzQ4W3o4BcbGV,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T06:55:47Z,2025-03-04T07:47:34Z,2025-03-04T00:00:00Z,collect:i6rsFFQfkWm10z2D,NA,NA,33.4942745,0.9164955,1084.87,1.187,,2m,2025-03-04T00:00:00Z,Nansereko Grace,gov_moh,NA,Busoga,Kaliro,NA,no,no,no,no,no,no," Distribution of micro plans 
And funds to start the introduction of the vaccine ",NA,no,no,no,"Need some ample time for the trainings to improve service delivery

Enough training materials to ensure practical trainings like registers,training manuals,addendums,vaccines

Improve the quality of the trainings

Government facilities,private facilities,and PNFPs should all be brought on board",NA,no,yes,yes,"They need the micro planning tools and the IPFs
They need the revised reporting tools(HMIS 105)
",NA,yes,no,no,no,no,"Health facilities without open pits have to transport their wastes to facilities that have open pits

Vaccines and supplies have not been delivered 

NMS should do early delivery and they should be bundled to ensure timely delivery of all the supplies
",NA,no,no,yes,The micro plans have not yet been delivered,NA,"Delivery of the vaccines and supplies

Adequate training of the health workers to ensure quality service delivery",NA,uuid:d8f4b374-5f68-4dda-847b-74cbe56f2985,uuid:d8f4b374-5f68-4dda-847b-74cbe56f2985,2025-03-04T07:47:35.455Z,NA,1124,moh_assessor,0,0,NA,NA,collect:i6rsFFQfkWm10z2D,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T06:43:15Z,2025-03-04T07:46:17Z,2025-03-04T00:00:00Z,collect:XIiNtMyRmqnTsRie,NA,NA,33.6943892,3.5678891,1411,4.026,,2m,2025-03-04T00:00:00Z,Frank Mwesigwa,gov_moh,NA,Karamoja,Karenga,NA,no,yes,no,no,no,no,"Provide more vehicles for  communication and public address systems to do community mobilization 

RDC to chair this coordination meeting ",NA,no,no,yes,Training is needed bse it's a new vaccine therefore the health workers will need to know the effects and how the vaccine is administered,NA,no,no,no,The team will use the previous supervisors that have been taken part in the previous vaccine activity,NA,yes,no,no,no,no,Delivery of these logistics always come towards the end . There is need for quicker diverse of items,NA,no,no,yes,Little communication has been given though the actual dates for introduction of the vaccine havnt yet been given,NA,"Involvement of the stakeholders eg RDC, chairman LCV and the CAO

Central supervision from the ministry of Health has to come so early before the implementation and the person must in all the meetings

Funding should come earlier so that coordination meetings can start

Bring earlier logistics should also come early

We should avoid late minute poor planning and also plan earlier

Give people enough information about the vaccination

Launch of the new vaccine at the district headquarters. They should be like an official launch per district",NA,uuid:2e75bab1-76ab-47df-96c4-b41107bdc432,uuid:2e75bab1-76ab-47df-96c4-b41107bdc432,2025-03-04T07:46:17.620Z,NA,1124,moh_assessor,0,0,NA,NA,collect:XIiNtMyRmqnTsRie,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-04T05:28:06Z,2025-03-04T07:13:33Z,2025-03-04T00:00:00Z,collect:frlnmZVAlUiTrL26,NA,NA,31.1521876,-0.3999882,1258.0999755859375,4.878,,2m,2025-03-04T00:00:00Z,Ainebyona Davis,dlg,NA,South_Central,Lyantonde,NA,yes,no,no,no,no,no,"Need the guidance on the development of the micro plan, funds should come on time",NA,no,no,no,We have not been trained at national level so its hard to train,NA,no,no,no,We have not heard any information from the national about MVI,NA,yes,yes,no,no,no,Not having enough information about MVI,NA,no,no,no,No talking points have been given to us for advocacy programs.,NA,We are not prepared as we were not trained. We need a training and we start running the campaigns.,NA,uuid:6ad97ea7-a036-4cf0-a867-f9e9f7c0786a,uuid:6ad97ea7-a036-4cf0-a867-f9e9f7c0786a,2025-03-04T07:14:48.692Z,NA,1124,moh_assessor,0,0,NA,NA,collect:frlnmZVAlUiTrL26,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T09:29:59Z,2025-03-04T06:27:33Z,2025-03-03T00:00:00Z,collect:qWGsA20osB45ZmCr,NA,NA,33.3466907,2.8307614,1040.4,4.283,,2m,2025-03-03T00:00:00Z,Zam Namuddu,gov_moh,NA,Acholi,Agago,NA,yes,yes,yes,no,no,no,Reactivation of the district taskforce and monthly meeting since orientation on the malaria vaccine introduction has already been done,NA,no,no,no,Health workers and Vaccinators were oriented on malaria vaccine introduction and they now require detailed training on vaccine rollout,NA,no,yes,yes,Updated EPI data tools have been received,NA,yes,yes,no,no,no,The district has not yet received malaria vaccines and associated supplies,NA,no,no,no,Community sensitization efforts need to be taken before vaccination starts,NA,The district is on track for the malaria vaccine introduction. It only requires logistical support from the center,NA,uuid:9c23590f-d1f7-489f-9d53-0e568bb37b1f,uuid:9c23590f-d1f7-489f-9d53-0e568bb37b1f,2025-03-04T06:27:34.998Z,NA,1124,moh_assessor,0,0,NA,NA,collect:qWGsA20osB45ZmCr,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T11:56:39Z,2025-03-04T04:52:52Z,2025-03-03T00:00:00Z,collect:GCaIg7qePoyLZu4E,NA,NA,33.9587777,1.9197008,1093.4000244140625,3.416,,2m,2025-03-03T00:00:00Z,Yasiini Nuwamanya,gov_moh,NA,Teso,Katakwi,NA,no,no,no,no,no,no,The teams assigned roles to various individuals to spearhead the development of operational plans.,NA,no,no,no,Training materials have not yet been distributed from the centre,NA,no,no,no,The tools have not yet been delivered by the centre,NA,yes,no,no,no,no,Malaria vaccines and related supplies have not yet been delivered to the district.  The available supplies are already bundled for existing vaccines.,NA,no,no,no,"-All (5/5) community members interviewed were not aware of the dates and venue for the malaria vaccine introduction.
-No ACSM plan in place",NA,"Generally, the district is very unprepared for MVI at the moment. However,  they have agreed on actions and attached clear timeliness",NA,uuid:dd371687-c589-4284-aaf7-b3764d69750a,uuid:dd371687-c589-4284-aaf7-b3764d69750a,2025-03-04T04:52:53.876Z,NA,1124,moh_assessor,0,0,NA,NA,collect:GCaIg7qePoyLZu4E,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T06:50:30Z,2025-03-03T19:30:07Z,2025-03-03T00:00:00Z,collect:UXZR11hcdDrcj8Ir,NA,NA,33.8049293,1.4909033,1107.329833984375,4.645,,2m,2025-03-03T00:00:00Z,Nassanga Sharon,gov_moh,NA,Teso,Ngora,NA,yes,yes,yes,no,no,no,"1.Micro planning
2.Need to provide IPFs to the district ",NA,no,no,no,Need to improve on data capture and reporting  at HF level,NA,no,no,no,Still waiting on IPFs to progress,NA,yes,yes,no,no,no,Still waiting on Supplies from NMS,NA,no,no,no,Need emphasis on communication by VHTs and P.A systems ,NA,Data capture and reporting ,NA,uuid:6ee68b12-c233-4566-a79f-55a4780096c7,uuid:6ee68b12-c233-4566-a79f-55a4780096c7,2025-03-03T19:30:09.103Z,NA,1124,moh_assessor,0,0,NA,NA,collect:UXZR11hcdDrcj8Ir,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T13:17:36Z,2025-03-03T16:33:38Z,2025-03-03T00:00:00Z,collect:OFgdqfavk4U0CYsR,NA,NA,33.9376873,1.4884419,1141.300048828125,4.978,,2m,2025-03-03T00:00:00Z,Edgar Othiang Odoi,gov_moh,NA,Teso,Kumi,NA,yes,yes,yes,no,no,yes,"1. Increase funds fr airtime for coordination 
2. Only funds for Big Catch-up we pending submission but have been accounted for.
3. Lengthy turn around times after notification funds.",NA,no,no,no,"1. Supervisors have been identified but not trained yet.
2. Avail resources early enough to facilitate training in time.",NA,yes,yes,no,"1. EPI tools received but very few.
2. Need for facilitation for e-collection of data",NA,yes,no,no,no,no,"1. Need for more funds for waste management especially at the end user level.
2. Two facilities have faulty Cold Chain Equipment (fridges) because they are out of gas, i.e Olimba HCIII & Kanapa HCII
3. The vaccine carriers have a small carrying capacity and are very heavy.",NA,no,no,no,"1. The community is not aware of the introduction of the malaria vaccine.
2. The DHT says the materials should be out by now.
3. Data tools should come in time
4. Mobilisation should begin as early as now at all levels so that the public can get familiar with the concept of the vaccine.",NA,"1. Early disbursement of funds
2. Early delivery of reporting materials
3. Community mobilisation should start early enough.
4. The current vaccine carriers need to be replaced because they are very bulky and have less carrying capacity.
5. An issue was raised concerning the consideration of the municipality leadership in monitoring and supervision since majority of the target population resides in the municipality.
6. Reduce the turn around time between notification of funds and actually having them received at he district.",NA,uuid:53569d43-5b33-4dbf-b9ea-7e2f006c7a0f,uuid:53569d43-5b33-4dbf-b9ea-7e2f006c7a0f,2025-03-03T16:33:44.634Z,NA,1124,moh_assessor,0,0,NA,NA,collect:OFgdqfavk4U0CYsR,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T08:15:00Z,2025-03-03T16:33:23Z,2025-03-03T00:00:00Z,collect:OFgdqfavk4U0CYsR,NA,NA,34.0522149,1.3451341,1094,5,,2m,2025-03-03T00:00:00Z,Edgar Othiang Odoi,gov_moh,NA,Teso,Bukedea,NA,yes,yes,yes,no,no,no,"1. Follow up on the pending accountability that was pending submission.
2. Flexibility on the budget to be adjusted by the district.
3. I shared the IPFS for 2025-2026 which they hadn't received",NA,no,no,no,The funds to be availed as soon s possible so that trainings of the health workers and volunteers can begin early to allow time to master the concepts,NA,yes,no,no,1. The district and facilities are out of stock on some tools like tally sheets. These need to be stocked as soon as possible before implementation,NA,yes,no,no,no,no,"1. On health facility has a faulty fridge that needs gas replacement i.e Aminit HC II in Aminit subcounty
2.More support is needed with waste management and disposal. This is in the regard that there are only 4 incinerators serving the whole district.",NA,no,no,no,"1. Based on my sample the community is aware of the introduction of the malaria but no aware of the start date and venues.
2. More efforts to be put on early mass awarenesses through community drives, radio talk shows.
3. The DHT needs to be involved in the development of vaccine material development",NA,"1. Involvement of the DHT in vaccine material development
2. Timely disbursement of funds to enable effective planning and implementation
3. Public awareness(this needs to be done early so that the public can welcome the vaccine from an informed point of view.) Timely funding will help make this easier.
4. Late delivery of tools and ICT materials needs to be addressed.
5. Early training to enable effective understanding of concepts.
6. Provision of better/more waste disposal equipment like incinerators to encourage proper disposal of vaccine related waste (or general medical waste for that matter).",NA,uuid:941744c0-1a23-455e-b41a-00230cd034ec,uuid:941744c0-1a23-455e-b41a-00230cd034ec,2025-03-03T16:33:26.897Z,NA,1124,moh_assessor,0,0,NA,NA,collect:OFgdqfavk4U0CYsR,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T07:20:58Z,2025-03-03T16:09:15Z,2025-03-03T00:00:00Z,collect:PF36yAuGpOLXDTQI,NA,NA,30.5002426,-0.1314245,1448.300048828125,4.722,,2m,2025-03-03T00:00:00Z,Atwiine Brenda,gov_moh,NA,Ankole,Ibanda,NA,no,no,yes,no,no,no,All that data is in regard to only malaria vaccine,NA,no,no,no,They identified the teams but they are not trained,NA,yes,yes,no,"EPI data tools have been recieved but not sure if it is in the reporting tool.

EPI data tools are at the facilities but not enough",NA,yes,yes,yes,yes,no,NA,NA,no,no,no,"They need to train their health workers
They need to sensitize the community
Need funds to do training and sensitization ",NA,Training and sensitization ,NA,uuid:536f86af-375d-49a9-9b16-fa7dc4741ea7,uuid:536f86af-375d-49a9-9b16-fa7dc4741ea7,2025-03-03T16:09:17.020Z,NA,1124,moh_assessor,0,0,NA,NA,collect:PF36yAuGpOLXDTQI,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T09:29:14Z,2025-03-03T15:58:35Z,2025-03-03T00:00:00Z,collect:Qi2f1kupSSkZS3xj,NA,NA,31.778284,0.9110849,1185,4.264,,2m,2025-03-03T00:00:00Z,Sylvia Iradukunda,gov_moh,NA,North_Central,Kiboga,NA,no,no,no,no,no,no,"The district has not received any formal communication, addressed to the CAO from MOH- national level regarding malaria introduction so that they cannot start stakeholder engagement and mobilisation for malaria vaccine introduction, withoutthe CAO' approval. They also need guidelines from MoH to inform the district' planning and coordination activity plan.",NA,no,no,no,"No guidelines and resources have been provided for these activities,  but they will as soon as resources are provided ",NA,no,no,yes,"Some data tools were delivered, like child health cards, registers, and tally sheets and Some facilities; especially those who had run out of stock of data tools have received them, and they're now using them now. However,  the reporting tools are not yet available, and there's a gap in the reporting since the system is not yet updated.",NA,no,no,no,no,no,"Some vaccine carriers are very old and not functional.  
Also, given that MVI is going to be in April, the same month for ICHDs, there is a likelihood of having inadequate storage capacity in some facilities, as a result of increased volume of bulky vaccines.",NA,no,no,no,"There is a need for more communication and mass sensitisation about malaria vaccine. The masses do not know about it, and the health workers haven't been trained as well,  so there's still a gap in the awareness of the vaccine. ",NA,Kiboga district has not yet started on preparations for malaria vaccine introduction. The DHT was waiting for the national level guidance and official communication to the CAO to start engaging key stakeholders to start planning for MVI,NA,uuid:9c7f62b0-9abe-4a4c-b92b-126c8aff7b8d,uuid:9c7f62b0-9abe-4a4c-b92b-126c8aff7b8d,2025-03-03T15:58:36.356Z,NA,1124,moh_assessor,0,0,NA,NA,collect:Qi2f1kupSSkZS3xj,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T11:23:01Z,2025-03-03T15:45:23Z,2025-03-03T00:00:00Z,collect:cBXclOfBiyAOBDYD,NA,NA,33.5912836,0.6262646,1096,5,,2m,2025-03-03T00:00:00Z,Talisobola Henry,gov_moh,NA,Busoga,Bugweri,NA,yes,yes,yes,no,no,no,Need clear guidance on what Technical areas needs call for Monthly Meetings with RDC,NA,yes,yes,yes,"The Trainings were insufficient due to limited funds, hence they request for more funding ",NA,yes,no,no,Provide EPI Data Tools,NA,yes,yes,no,no,yes,Provide the supplies as necessary ,NA,no,yes,yes,Provide more guidance to Biostatisticians on how to develop the Microplans ,NA,63%,NA,uuid:a190b167-684b-43f8-99d5-0fe01a1b319e,uuid:a190b167-684b-43f8-99d5-0fe01a1b319e,2025-03-03T15:45:23.826Z,NA,1124,moh_assessor,0,0,NA,NA,collect:cBXclOfBiyAOBDYD,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T09:37:00Z,2025-03-03T13:54:08Z,2025-03-03T00:00:00Z,collect:oWrdpIXr9I42R1Dy,NA,NA,33.3403233,1.8197883,1096.1519775390625,4.795,,2m,2025-03-03T00:00:00Z,NATUKUNDA MOREEN,gov_moh,NA,Teso,Kalaki,NA,yes,yes,no,no,no,no,Mobilization needs to be done appropriately ,NA,no,no,no,Trainings need to be done. ,NA,no,no,no,Deliveries should be done as trainings go on.,NA,yes,yes,no,no,no,NA,NA,no,no,no,Trainings to be done .,NA,Sensitization  needs to be done ,NA,uuid:d24c427d-022e-45d1-8282-e1b22ea04be1,uuid:d24c427d-022e-45d1-8282-e1b22ea04be1,2025-03-03T13:54:11.491Z,NA,1124,moh_assessor,0,0,NA,NA,collect:oWrdpIXr9I42R1Dy,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T11:31:37Z,2025-03-03T13:48:39Z,2025-03-03T00:00:00Z,collect:oWrdpIXr9I42R1Dy,NA,NA,33.1632189,1.7731554,1076.9474375846698,13.311,,2m,2025-03-03T00:00:00Z,NATUKUNDA MOREEN ,gov_moh,NA,Teso,Kaberamaido,NA,yes,yes,no,no,no,no,The team is ready once it receives  funds,NA,no,no,no,Waiting  for funds,NA,no,no,no,Waiting   for the tools,NA,yes,yes,no,no,no,NA,NA,no,no,no,Mobilization  still lacking,NA,The district still lacks mobilisation,NA,uuid:d8301935-9441-41bc-b0f8-764f84c01cab,uuid:d8301935-9441-41bc-b0f8-764f84c01cab,2025-03-03T13:48:41.863Z,NA,1124,moh_assessor,0,0,NA,NA,collect:oWrdpIXr9I42R1Dy,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T06:50:55Z,2025-03-03T12:50:56Z,2025-03-03T00:00:00Z,collect:kbIvte1ARGukjwAD,NA,NA,31.8944318,0.1774829,1192.699951171875,4.566,,2m,2025-03-03T00:00:00Z,Musanase Monica,gov_moh,NA,South_Central,Gomba,NA,yes,yes,yes,no,no,yes,"Some facilities are not performing well and need more attention.

Hard-to-reach areas face additional challenges that require targeted support.

Limited funding is affecting service delivery.

There is a need to provide more IEC materials to improve awareness and engagement.


",NA,no,no,no,"-Vaccine management 
-Data capture and reporting 
-Mobilisation strategies 
-Waste management 
-Surveillance 
-Coordination at all levels",NA,yes,no,no,"Areas that need attention. 
Data accuracy and reporting  
Surveillance ",NA,yes,yes,no,no,no,"The number of refrigerators is insufficient, and some that were taken to the center have not been returned.

There is a need for two additional refrigerators to support vaccine storage.

The current storage capacity should be reviewed, as some private facilities are also relying on government supplies.

",NA,yes,no,no,"Community awareness about the vaccine remains low.

Citizens prefer advertisements in their local language for better understanding.

Campaigns should specifically mention the district to encourage participation.


Communications through megaphones and public address systems ",NA,"Areas that need attention,  data management and surveillance,  advocacy, and trainings ",NA,uuid:1eea0f5a-51c1-4c5e-8f1b-685543105e30,uuid:1eea0f5a-51c1-4c5e-8f1b-685543105e30,2025-03-03T12:50:57.762Z,NA,1124,moh_assessor,0,0,NA,NA,collect:kbIvte1ARGukjwAD,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T06:50:27Z,2025-03-03T11:31:33Z,2025-03-03T00:00:00Z,collect:QCjuGctA1wr4dJFO,NA,NA,31.4146006,2.1135258,315.4754241877157,4.786,,2m,2025-03-03T00:00:00Z,Mukisa Griffine,gov_moh,NA,Bunyoro,Buliisa,NA,no,yes,yes,no,no,no,"target populations are high than actual numbers on ground ,Ngwedo,buliisa,butyaba need attention
Cross boarder movements by the population",NA,no,no,no,NA,NA,no,no,no,issues in reporting due to absence of a command centre,NA,yes,no,no,no,no,"cold chain capacity in Health centre ,Training of health workers and waste Management",NA,no,no,yes,"stakeholders engagent meeting, sub county leaders these includes religious leaders, cultural and option leaders, boda bodas and women and youth group, conduct talks how , use VHT and LC1, ]public address system on van",NA,"Advocacy has not been done,Training materials required,clear road map and schedule should be drawn for the Malaria Vaccine introduction",NA,uuid:126ebd9b-0447-4083-8879-b4e57108f810,uuid:126ebd9b-0447-4083-8879-b4e57108f810,2025-03-03T11:31:33.758Z,NA,1124,moh_assessor,0,0,NA,NA,collect:QCjuGctA1wr4dJFO,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-03T10:37:49Z,2025-03-03T11:24:01Z,2025-03-03T00:00:00Z,collect:Z3HWeut1ZO5Nsms1,NA,NA,31.9455525,2.6011351,985.70001220703125,4.427,,2m,2025-03-03T00:00:00Z,SegujjaEdward ,gov_moh,NA,Acholi,Nwoya,NA,yes,yes,yes,no,no,yes,"Monthly coordination meeting are integrated with other planning meetings 
The district has very large administrative units making it hard to plan for all the sub counties",NA,yes,yes,yes,The orientation was suboptimal ,NA,yes,no,no,The district has not received the monitoring and supervision tools ,NA,yes,yes,no,no,no,N/A,NA,no,yes,yes,"Community talk shows in the designated hotspots 
No IEC materials seen at the dvs
",NA,N/A,NA,uuid:8b79b2dc-7711-4f55-b1b6-963cd807dbc5,uuid:8b79b2dc-7711-4f55-b1b6-963cd807dbc5,2025-03-03T11:24:01.209Z,NA,1124,moh_assessor,0,0,NA,NA,collect:Z3HWeut1ZO5Nsms1,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
2025-03-02T05:40:56Z,2025-03-03T10:41:33Z,2025-03-02T00:00:00Z,collect:XIiNtMyRmqnTsRie,NA,NA,34.1421768,3.5103197,1536,11.149,,2m,2025-03-03T00:00:00Z,Frank Mwesigwa,gov_moh,NA,Karamoja,Kaabong,NA,no,no,no,no,no,no,"Solve the issue of ecash payments. Payments are taking long to come, so the team needs to look into the logistics management.

Facitation is dicated by the center

Involve the district in planning

Most VHTs don't have mobile numbers, These categories can be paid using cash.

Recommendations always given are not taken up during implementation. Ministry should work on previous comments already provided for improvents.",NA,no,no,no,"Train on how to administer the new vaccine, effects of the new vaccine introduced, surveillance and reporting",NA,yes,no,no,NA,NA,yes,yes,no,no,no,"Not all subcounries have friges so there is a challenge in transporting these vaccines. Add more frigres for sub counties which don't have friges.

Provide friges for storing the vaccines",NA,no,no,no,There is a need to reach out and have enough time for mobilization pre the activity and this is an issue of the budget for communication,NA,"1. Provide a template for creating the operational plan

2. Provide a clear budget for all activities which is customized to the district needs 

3. Provision of friges to sub counties that don't have them yet",NA,uuid:fcb0f34a-5a03-4c78-9adf-f2af9784eba6,uuid:fcb0f34a-5a03-4c78-9adf-f2af9784eba6,2025-03-03T10:41:34.515Z,NA,1124,moh_assessor,0,0,NA,NA,collect:XIiNtMyRmqnTsRie,0,V1.2,https://mohodk.dataug.net/v1/projects/59/forms/malaria_readiness_assessment.svc/$metadata#Submissions
